asset_id,display_name_pt,display_name_en,source_task,asset_group,category,subcategory,phase,priority,batch_id,generation_method,source_art_required,target_polycount,texture_resolution,rig_required,animation_set,concept_prompt,geometry_prompt,texture_prompt,concept_attempts_planned,geometry_attempts_planned,remesh_attempts_planned,retexture_attempts_planned,rig_attempts_planned,approval_criteria,unity_path,status,approval_status
equipment_cloth_boots_t04_base,Botas Arcanas T4,Arcane Boots T4,Task017,Equipment,Cloth Armor,cloth_boots,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T4/Models,Not Started,Pending
equipment_cloth_gloves_t04_base,Luvas Arcanas T4,Arcane Gloves T4,Task017,Equipment,Cloth Armor,cloth_gloves,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T4/Models,Not Started,Pending
equipment_cloth_hood_t04_base,Capuz Arcano T4,Arcane Hood T4,Task017,Equipment,Cloth Armor,cloth_hood,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T4/Models,Not Started,Pending
equipment_cloth_robe_t04_base,Manto Arcano T4,Arcane Robe T4,Task017,Equipment,Cloth Armor,cloth_robe,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T4/Models,Not Started,Pending
equipment_heavy_boots_t04_base,Botas Pesadas T4,Heavy Boots T4,Task017,Equipment,Heavy Armor,heavy_boots,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T4/Models,Not Started,Pending
equipment_heavy_chest_t04_base,Peitoral Pesado T4,Heavy Chest Armor T4,Task017,Equipment,Heavy Armor,heavy_chest,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T4/Models,Not Started,Pending
equipment_heavy_gloves_t04_base,Manoplas Pesadas T4,Heavy Gauntlets T4,Task017,Equipment,Heavy Armor,heavy_gloves,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T4/Models,Not Started,Pending
equipment_heavy_helmet_t04_base,Elmo Pesado T4,Heavy Helmet T4,Task017,Equipment,Heavy Armor,heavy_helmet,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T4/Models,Not Started,Pending
equipment_light_boots_t04_base,Botas Leves T4,Light Boots T4,Task017,Equipment,Light Armor,light_boots,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_boots_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_boots_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_boots_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_boots/T4/Models,Not Started,Pending
equipment_light_chest_t04_base,Armadura Leve T4,Light Chest Armor T4,Task017,Equipment,Light Armor,light_chest,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,2800,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_chest_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_chest_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_chest_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_chest/T4/Models,Not Started,Pending
equipment_light_gloves_t04_base,Luvas Leves T4,Light Gloves T4,Task017,Equipment,Light Armor,light_gloves,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_gloves_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_gloves_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_gloves_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T4/Models,Not Started,Pending
equipment_light_hood_t04_base,Capuz Leve T4,Light Hood T4,Task017,Equipment,Light Armor,light_hood,Season 1,P2,B10_EQUIPMENT_T4,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_hood_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_hood_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_hood_t04_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_hood/T4/Models,Not Started,Pending
equipment_longbow_t04_base,Arco Longo T4,Longbow T4,Task017,Equipment,Weapon,longbow,Season 1,P2,B10_EQUIPMENT_T4,Text to 3D,Optional,1700,1024,No,None,Prompts/Equipment/ConceptArt/equipment_longbow_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_longbow_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_longbow_t04_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/longbow/T4/Models,Not Started,Pending
equipment_ring_t04_base,Anel T4,Ring T4,Task017,Equipment,Accessory,ring,Season 1,P2,B10_EQUIPMENT_T4,Text to 3D,Optional,550,512,No,None,Prompts/Equipment/ConceptArt/equipment_ring_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_ring_t04_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/ring/T4/Models,Not Started,Pending
equipment_shield_t04_base,Escudo T4,Shield T4,Task017,Equipment,Weapon,shield,Season 1,P2,B10_EQUIPMENT_T4,Text to 3D,Optional,2500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_shield_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_shield_t04_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/shield/T4/Models,Not Started,Pending
equipment_staff_t04_base,Cajado T4,Staff T4,Task017,Equipment,Weapon,staff,Season 1,P2,B10_EQUIPMENT_T4,Text to 3D,Optional,2400,1024,No,None,Prompts/Equipment/ConceptArt/equipment_staff_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_staff_t04_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/staff/T4/Models,Not Started,Pending
equipment_sword_1h_t04_base,Espada de Uma Mão T4,One-Handed Sword T4,Task017,Equipment,Weapon,sword_1h,Season 1,P2,B10_EQUIPMENT_T4,Text to 3D,Optional,2000,1024,No,None,Prompts/Equipment/ConceptArt/equipment_sword_1h_t04_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t04_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_sword_1h_t04_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/sword_1h/T4/Models,Not Started,Pending
equipment_amulet_t05_base,Amuleto T5,Amulet T5,Task017,Equipment,Accessory,amulet,Season 1,P2,B11_EQUIPMENT_T5,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t05_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T5/Models,Not Started,Pending
equipment_cloth_boots_t05_base,Botas Arcanas T5,Arcane Boots T5,Task017,Equipment,Cloth Armor,cloth_boots,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T5/Models,Not Started,Pending
equipment_cloth_gloves_t05_base,Luvas Arcanas T5,Arcane Gloves T5,Task017,Equipment,Cloth Armor,cloth_gloves,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T5/Models,Not Started,Pending
equipment_cloth_hood_t05_base,Capuz Arcano T5,Arcane Hood T5,Task017,Equipment,Cloth Armor,cloth_hood,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T5/Models,Not Started,Pending
equipment_cloth_robe_t05_base,Manto Arcano T5,Arcane Robe T5,Task017,Equipment,Cloth Armor,cloth_robe,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T5/Models,Not Started,Pending
equipment_heavy_boots_t05_base,Botas Pesadas T5,Heavy Boots T5,Task017,Equipment,Heavy Armor,heavy_boots,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_boots_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_boots_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_boots_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_boots/T5/Models,Not Started,Pending
equipment_heavy_chest_t05_base,Peitoral Pesado T5,Heavy Chest Armor T5,Task017,Equipment,Heavy Armor,heavy_chest,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,3750,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_chest_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_chest_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_chest_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T5/Models,Not Started,Pending
equipment_heavy_gloves_t05_base,Manoplas Pesadas T5,Heavy Gauntlets T5,Task017,Equipment,Heavy Armor,heavy_gloves,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1550,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_gloves_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_gloves_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_gloves_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T5/Models,Not Started,Pending
equipment_heavy_helmet_t05_base,Elmo Pesado T5,Heavy Helmet T5,Task017,Equipment,Heavy Armor,heavy_helmet,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,2200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_heavy_helmet_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_heavy_helmet_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_heavy_helmet_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T5/Models,Not Started,Pending
equipment_light_boots_t05_base,Botas Leves T5,Light Boots T5,Task017,Equipment,Light Armor,light_boots,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_boots_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_boots_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_boots_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_boots/T5/Models,Not Started,Pending
equipment_light_chest_t05_base,Armadura Leve T5,Light Chest Armor T5,Task017,Equipment,Light Armor,light_chest,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,2800,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_chest_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_chest_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_chest_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_chest/T5/Models,Not Started,Pending
equipment_light_gloves_t05_base,Luvas Leves T5,Light Gloves T5,Task017,Equipment,Light Armor,light_gloves,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_gloves_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_gloves_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_gloves_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_gloves/T5/Models,Not Started,Pending
equipment_light_hood_t05_base,Capuz Leve T5,Light Hood T5,Task017,Equipment,Light Armor,light_hood,Season 1,P2,B11_EQUIPMENT_T5,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_light_hood_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_light_hood_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_light_hood_t05_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/LightArmor/light_hood/T5/Models,Not Started,Pending
equipment_longbow_t05_base,Arco Longo T5,Longbow T5,Task017,Equipment,Weapon,longbow,Season 1,P2,B11_EQUIPMENT_T5,Text to 3D,Optional,1700,1024,No,None,Prompts/Equipment/ConceptArt/equipment_longbow_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_longbow_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_longbow_t05_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/longbow/T5/Models,Not Started,Pending
equipment_ring_t05_base,Anel T5,Ring T5,Task017,Equipment,Accessory,ring,Season 1,P2,B11_EQUIPMENT_T5,Text to 3D,Optional,550,512,No,None,Prompts/Equipment/ConceptArt/equipment_ring_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_ring_t05_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/ring/T5/Models,Not Started,Pending
equipment_shield_t05_base,Escudo T5,Shield T5,Task017,Equipment,Weapon,shield,Season 1,P2,B11_EQUIPMENT_T5,Text to 3D,Optional,2500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_shield_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_shield_t05_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/shield/T5/Models,Not Started,Pending
equipment_staff_t05_base,Cajado T5,Staff T5,Task017,Equipment,Weapon,staff,Season 1,P2,B11_EQUIPMENT_T5,Text to 3D,Optional,2400,1024,No,None,Prompts/Equipment/ConceptArt/equipment_staff_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_staff_t05_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/staff/T5/Models,Not Started,Pending
equipment_sword_1h_t05_base,Espada de Uma Mão T5,One-Handed Sword T5,Task017,Equipment,Weapon,sword_1h,Season 1,P2,B11_EQUIPMENT_T5,Text to 3D,Optional,2000,1024,No,None,Prompts/Equipment/ConceptArt/equipment_sword_1h_t05_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t05_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_sword_1h_t05_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Weapon/sword_1h/T5/Models,Not Started,Pending
equipment_amulet_t06_base,Amuleto T6,Amulet T6,Task017,Equipment,Accessory,amulet,Season 1,P2,B12_EQUIPMENT_T6,Text to 3D,Optional,900,512,No,None,Prompts/Equipment/ConceptArt/equipment_amulet_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_amulet_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_amulet_t06_base_rarity_variants.txt,1,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/Accessory/amulet/T6/Models,Not Started,Pending
equipment_cloth_boots_t06_base,Botas Arcanas T6,Arcane Boots T6,Task017,Equipment,Cloth Armor,cloth_boots,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1450,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_boots_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_boots_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_boots_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_boots/T6/Models,Not Started,Pending
equipment_cloth_gloves_t06_base,Luvas Arcanas T6,Arcane Gloves T6,Task017,Equipment,Cloth Armor,cloth_gloves,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1200,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_gloves_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_gloves_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_gloves_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_gloves/T6/Models,Not Started,Pending
equipment_cloth_hood_t06_base,Capuz Arcano T6,Arcane Hood T6,Task017,Equipment,Cloth Armor,cloth_hood,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,1500,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_hood_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_hood_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_hood_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_hood/T6/Models,Not Started,Pending
equipment_cloth_robe_t06_base,Manto Arcano T6,Arcane Robe T6,Task017,Equipment,Cloth Armor,cloth_robe,Season 1,P2,B12_EQUIPMENT_T6,Image to 3D,Yes,3350,1024,No,None,Prompts/Equipment/ConceptArt/equipment_cloth_robe_t06_base_concept_sheet.txt,Prompts/Equipment/Meshy/BaseGeometry/equipment_cloth_robe_t06_base_geometry.txt,Prompts/Equipment/TextureVariants/equipment_cloth_robe_t06_base_rarity_variants.txt,2,2,1,1,0,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Assets/_Game/Art/Equipment/ClothArmor/cloth_robe/T6/Models,Not Started,Pending
