asset_id,display_name_pt,display_name_en,family_key,category,slot,profession,tier,tier_theme,production_phase,priority,generation_method,scale_m,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,material_slots_max,pivot,collider,base_material_primary,base_material_secondary,shape_language,family_form_language,rarity_variants,geometry_reuse_rule,mvp_wear_policy,concept_prompt_path,meshy_prompt_path,texture_variants_prompt_path,unity_model_path,unity_material_path,unity_prefab_path,approval_criteria,status
equipment_heavy_helmet_t02_base,Elmo Pesado T2,Heavy Helmet T2,heavy_helmet,Heavy Armor,Head,Blacksmith,2,Crafted,MVP,P1,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,tempered iron and low-carbon steel,treated leather,"cleaner craftsmanship, reinforced edges, balanced proportions","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t02_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T2/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T2/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t03_base,Elmo Pesado T3,Heavy Helmet T3,heavy_helmet,Heavy Armor,Head,Blacksmith,3,Runic,MVP,P1,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,polished steel and silversteel,reinforced leather,"first intentional rune channels, stronger silhouettes, one focal inset","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t03_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T3/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T3/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t04_base,Elmo Pesado T4,Heavy Helmet T4,heavy_helmet,Heavy Armor,Head,Blacksmith,4,Mithril,Season 1,P2,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,pale mithril and elven silver,silverleaf leather,"lighter refined construction, elegant curves, disciplined ornament","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t04_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T4/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T4/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t05_base,Elmo Pesado T5,Heavy Helmet T5,heavy_helmet,Heavy Armor,Head,Blacksmith,5,Ancestral,Season 1,P2,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,adamantite and ancestral bronze,ancestral hide,"heavier prestige construction, carved ancestry motifs, broad protected cores","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t05_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T5/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T5/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t06_base,Elmo Pesado T6,Heavy Helmet T6,heavy_helmet,Heavy Armor,Head,Blacksmith,6,Draconic,Season 1,P2,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,dragonsteel and metallic obsidian,dragon scale,"aggressive organic plates, scale rhythms, controlled heat channels","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t06_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T6/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T6/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t07_base,Elmo Pesado T7,Heavy Helmet T7,heavy_helmet,Heavy Armor,Head,Blacksmith,7,Astral,Season 1,P2,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,orichalcum and astral alloy,void leather,"unconventional celestial geometry, small suspended protected pieces, visible energy core","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t07_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T7/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T7/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t08_base,Elmo Pesado T8,Heavy Helmet T8,heavy_helmet,Heavy Armor,Head,Blacksmith,8,Celestial,Post-MVP,P3,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,aetherium and celestial alloy,seraph hide,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t08_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T8/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T8/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_helmet_t09_base,Elmo Pesado T9,Heavy Helmet T9,heavy_helmet,Heavy Armor,Head,Blacksmith,9,Creation,Post-MVP,P3,Image to 3D,0.32,1400,3000,0.50,0.25,1024,2,base center at neck opening,None,primordial metal and divine alloy,fate leather,"signature construction, impossible but readable material, one defining creation motif","broad protective crown, face opening, moderate crest, no extreme spikes",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_helmet_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_helmet_t09_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_helmet_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T9/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_helmet/T9/Materials,Assets/_Game/Prefabs/Equipment/heavy_helmet/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t01_base,Peitoral Pesado T1,Heavy Chest Armor T1,heavy_chest,Heavy Armor,Chest,Blacksmith,1,Frontier,Vertical Slice,P0,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,raw iron and simple bronze,rawhide and rope,"functional, compact, simple construction, visible fasteners","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t01_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T1/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T1/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t02_base,Peitoral Pesado T2,Heavy Chest Armor T2,heavy_chest,Heavy Armor,Chest,Blacksmith,2,Crafted,MVP,P1,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,tempered iron and low-carbon steel,treated leather,"cleaner craftsmanship, reinforced edges, balanced proportions","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t02_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T2/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T2/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t03_base,Peitoral Pesado T3,Heavy Chest Armor T3,heavy_chest,Heavy Armor,Chest,Blacksmith,3,Runic,MVP,P1,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,polished steel and silversteel,reinforced leather,"first intentional rune channels, stronger silhouettes, one focal inset","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t03_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T3/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T3/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t04_base,Peitoral Pesado T4,Heavy Chest Armor T4,heavy_chest,Heavy Armor,Chest,Blacksmith,4,Mithril,Season 1,P2,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,pale mithril and elven silver,silverleaf leather,"lighter refined construction, elegant curves, disciplined ornament","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t04_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T4/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T4/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t05_base,Peitoral Pesado T5,Heavy Chest Armor T5,heavy_chest,Heavy Armor,Chest,Blacksmith,5,Ancestral,Season 1,P2,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,adamantite and ancestral bronze,ancestral hide,"heavier prestige construction, carved ancestry motifs, broad protected cores","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t05_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T5/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T5/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t06_base,Peitoral Pesado T6,Heavy Chest Armor T6,heavy_chest,Heavy Armor,Chest,Blacksmith,6,Draconic,Season 1,P2,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,dragonsteel and metallic obsidian,dragon scale,"aggressive organic plates, scale rhythms, controlled heat channels","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t06_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T6/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T6/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t07_base,Peitoral Pesado T7,Heavy Chest Armor T7,heavy_chest,Heavy Armor,Chest,Blacksmith,7,Astral,Season 1,P2,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,orichalcum and astral alloy,void leather,"unconventional celestial geometry, small suspended protected pieces, visible energy core","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t07_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T7/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T7/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t08_base,Peitoral Pesado T8,Heavy Chest Armor T8,heavy_chest,Heavy Armor,Chest,Blacksmith,8,Celestial,Post-MVP,P3,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,aetherium and celestial alloy,seraph hide,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t08_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T8/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T8/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_chest_t09_base,Peitoral Pesado T9,Heavy Chest Armor T9,heavy_chest,Heavy Armor,Chest,Blacksmith,9,Creation,Post-MVP,P3,Image to 3D,0.72,2500,5000,0.50,0.25,1024,3,center at waist line,None,primordial metal and divine alloy,fate leather,"signature construction, impossible but readable material, one defining creation motif","layered breastplate, broad shoulders represented without mannequin, strong waist closure",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_chest_t09_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_chest_t09_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_chest_t09_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T9/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_chest/T9/Materials,Assets/_Game/Prefabs/Equipment/heavy_chest/T9,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t01_base,Manoplas Pesadas T1,Heavy Gauntlets T1,heavy_gloves,Heavy Armor,Hands,Blacksmith,1,Frontier,Vertical Slice,P0,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,raw iron and simple bronze,rawhide and rope,"functional, compact, simple construction, visible fasteners","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t01_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t01_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t01_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T1/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T1/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T1,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t02_base,Manoplas Pesadas T2,Heavy Gauntlets T2,heavy_gloves,Heavy Armor,Hands,Blacksmith,2,Crafted,MVP,P1,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,tempered iron and low-carbon steel,treated leather,"cleaner craftsmanship, reinforced edges, balanced proportions","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t02_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t02_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t02_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T2/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T2/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T2,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t03_base,Manoplas Pesadas T3,Heavy Gauntlets T3,heavy_gloves,Heavy Armor,Hands,Blacksmith,3,Runic,MVP,P1,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,polished steel and silversteel,reinforced leather,"first intentional rune channels, stronger silhouettes, one focal inset","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t03_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t03_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t03_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T3/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T3/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T3,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t04_base,Manoplas Pesadas T4,Heavy Gauntlets T4,heavy_gloves,Heavy Armor,Hands,Blacksmith,4,Mithril,Season 1,P2,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,pale mithril and elven silver,silverleaf leather,"lighter refined construction, elegant curves, disciplined ornament","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t04_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t04_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t04_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T4/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T4/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T4,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t05_base,Manoplas Pesadas T5,Heavy Gauntlets T5,heavy_gloves,Heavy Armor,Hands,Blacksmith,5,Ancestral,Season 1,P2,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,adamantite and ancestral bronze,ancestral hide,"heavier prestige construction, carved ancestry motifs, broad protected cores","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t05_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t05_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t05_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T5/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T5/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T5,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t06_base,Manoplas Pesadas T6,Heavy Gauntlets T6,heavy_gloves,Heavy Armor,Hands,Blacksmith,6,Draconic,Season 1,P2,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,dragonsteel and metallic obsidian,dragon scale,"aggressive organic plates, scale rhythms, controlled heat channels","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t06_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t06_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t06_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T6/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T6/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T6,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t07_base,Manoplas Pesadas T7,Heavy Gauntlets T7,heavy_gloves,Heavy Armor,Hands,Blacksmith,7,Astral,Season 1,P2,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,orichalcum and astral alloy,void leather,"unconventional celestial geometry, small suspended protected pieces, visible energy core","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t07_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t07_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t07_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T7/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T7/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T7,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
equipment_heavy_gloves_t08_base,Manoplas Pesadas T8,Heavy Gauntlets T8,heavy_gloves,Heavy Armor,Hands,Blacksmith,8,Celestial,Post-MVP,P3,Image to 3D,0.28,900,2200,0.50,0.25,1024,2,wrist center,None,aetherium and celestial alloy,seraph hide,"symmetric sacred construction, luminous inlays, elevated but robust silhouettes","paired armored gauntlets displayed symmetrically, chunky fingers, layered wrist plates",6,one base mesh per family+tier; rarity uses material/attachment variants,inventory prop pair in MVP; full character skin handles wearable geometry,Prompts/ConceptArt/equipment_heavy_gloves_t08_base_concept_sheet.txt,Prompts/Meshy/BaseGeometry/equipment_heavy_gloves_t08_base_geometry.txt,Prompts/TextureVariants/equipment_heavy_gloves_t08_base_rarity_variants.txt,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T8/Models,Assets/_Game/Art/Equipment/HeavyArmor/heavy_gloves/T8/Materials,Assets/_Game/Prefabs/Equipment/heavy_gloves/T8,readable at inventory scale; tier identity clear without UI; all six rarity variants preserve family; pivot and scale correct; no fragile geometry; URP PBR maps valid,Brief Ready
