"asset_id","display_name_pt","display_name_en","canonical_task","canonical_catalog","source_catalogs","definition_count","asset_class","domain","category","production_phase","priority","tier","generation_method","catalog_status","task019_queue","prompt_count","concept_prompt_path","geometry_prompt_path","texture_prompt_path","pipeline_path","unity_target_path","unity_target_kind"
"equipment_ring_t06_base","Anel T6","Ring T6","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Accessory","Season 1","P2","T6","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_ring_t06_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t06_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_ring_t06_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_ring_t06_base_PIPELINE.md","Assets/_Game/Art/Equipment/Accessory/ring/T6/Models","Planned destination; existence not asserted"
"equipment_ring_t07_base","Anel T7","Ring T7","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Accessory","Season 1","P2","T7","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_ring_t07_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t07_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_ring_t07_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_ring_t07_base_PIPELINE.md","Assets/_Game/Art/Equipment/Accessory/ring/T7/Models","Planned destination; existence not asserted"
"equipment_ring_t08_base","Anel T8","Ring T8","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Accessory","Post-MVP","P3","T8","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_ring_t08_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t08_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_ring_t08_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_ring_t08_base_PIPELINE.md","Assets/_Game/Art/Equipment/Accessory/ring/T8/Models","Planned destination; existence not asserted"
"equipment_ring_t09_base","Anel T9","Ring T9","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Accessory","Post-MVP","P3","T9","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_ring_t09_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_ring_t09_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_ring_t09_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_ring_t09_base_PIPELINE.md","Assets/_Game/Art/Equipment/Accessory/ring/T9/Models","Planned destination; existence not asserted"
"equipment_shield_t01_base","Escudo T1","Shield T1","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Vertical Slice","P0","T1","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t01_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t01_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t01_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t01_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T1/Models","Planned destination; existence not asserted"
"equipment_shield_t02_base","Escudo T2","Shield T2","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","MVP","P1","T2","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t02_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t02_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t02_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t02_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T2/Models","Planned destination; existence not asserted"
"equipment_shield_t03_base","Escudo T3","Shield T3","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","MVP","P1","T3","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t03_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t03_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t03_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t03_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T3/Models","Planned destination; existence not asserted"
"equipment_shield_t04_base","Escudo T4","Shield T4","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T4","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t04_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t04_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t04_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t04_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T4/Models","Planned destination; existence not asserted"
"equipment_shield_t05_base","Escudo T5","Shield T5","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T5","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t05_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t05_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t05_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t05_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T5/Models","Planned destination; existence not asserted"
"equipment_shield_t06_base","Escudo T6","Shield T6","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T6","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t06_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t06_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t06_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t06_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T6/Models","Planned destination; existence not asserted"
"equipment_shield_t07_base","Escudo T7","Shield T7","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T7","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t07_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t07_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t07_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t07_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T7/Models","Planned destination; existence not asserted"
"equipment_shield_t08_base","Escudo T8","Shield T8","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Post-MVP","P3","T8","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t08_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t08_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t08_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t08_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T8/Models","Planned destination; existence not asserted"
"equipment_shield_t09_base","Escudo T9","Shield T9","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Post-MVP","P3","T9","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_shield_t09_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_shield_t09_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_shield_t09_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_shield_t09_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/shield/T9/Models","Planned destination; existence not asserted"
"equipment_staff_t01_base","Cajado T1","Staff T1","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Vertical Slice","P0","T1","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t01_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t01_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t01_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t01_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T1/Models","Planned destination; existence not asserted"
"equipment_staff_t02_base","Cajado T2","Staff T2","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","MVP","P1","T2","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t02_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t02_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t02_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t02_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T2/Models","Planned destination; existence not asserted"
"equipment_staff_t03_base","Cajado T3","Staff T3","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","MVP","P1","T3","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t03_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t03_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t03_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t03_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T3/Models","Planned destination; existence not asserted"
"equipment_staff_t04_base","Cajado T4","Staff T4","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T4","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t04_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t04_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t04_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t04_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T4/Models","Planned destination; existence not asserted"
"equipment_staff_t05_base","Cajado T5","Staff T5","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T5","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t05_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t05_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t05_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t05_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T5/Models","Planned destination; existence not asserted"
"equipment_staff_t06_base","Cajado T6","Staff T6","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T6","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t06_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t06_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t06_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t06_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T6/Models","Planned destination; existence not asserted"
"equipment_staff_t07_base","Cajado T7","Staff T7","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T7","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t07_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t07_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t07_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t07_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T7/Models","Planned destination; existence not asserted"
"equipment_staff_t08_base","Cajado T8","Staff T8","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Post-MVP","P3","T8","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t08_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t08_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t08_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t08_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T8/Models","Planned destination; existence not asserted"
"equipment_staff_t09_base","Cajado T9","Staff T9","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Post-MVP","P3","T9","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_staff_t09_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_staff_t09_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_staff_t09_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_staff_t09_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/staff/T9/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t01_base","Espada de Uma Mão T1","One-Handed Sword T1","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Vertical Slice","P0","T1","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t01_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t01_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t01_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t01_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T1/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t02_base","Espada de Uma Mão T2","One-Handed Sword T2","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","MVP","P1","T2","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t02_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t02_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t02_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t02_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T2/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t03_base","Espada de Uma Mão T3","One-Handed Sword T3","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","MVP","P1","T3","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t03_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t03_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t03_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t03_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T3/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t04_base","Espada de Uma Mão T4","One-Handed Sword T4","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T4","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t04_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t04_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t04_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t04_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T4/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t05_base","Espada de Uma Mão T5","One-Handed Sword T5","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T5","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t05_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t05_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t05_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t05_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T5/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t06_base","Espada de Uma Mão T6","One-Handed Sword T6","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T6","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t06_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t06_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t06_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t06_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T6/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t07_base","Espada de Uma Mão T7","One-Handed Sword T7","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Season 1","P2","T7","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t07_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t07_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t07_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t07_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T7/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t08_base","Espada de Uma Mão T8","One-Handed Sword T8","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Post-MVP","P3","T8","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t08_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t08_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t08_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t08_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T8/Models","Planned destination; existence not asserted"
"equipment_sword_1h_t09_base","Espada de Uma Mão T9","One-Handed Sword T9","Task017","IdleMedievalLegends_Task017_EquipmentTierRarity/Examples/EQUIPMENT_PRODUCTION_CATALOG.csv","Task015;Task017;Task019","2","3D Model","Equipment","Weapon","Post-MVP","P3","T9","Text to 3D","Brief Ready","Yes","3","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/ConceptArt/equipment_sword_1h_t09_base_concept_sheet.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/Meshy/BaseGeometry/equipment_sword_1h_t09_base_geometry.txt","IdleMedievalLegends_Task019_MeshyOperations/Prompts/Equipment/TextureVariants/equipment_sword_1h_t09_base_rarity_variants.txt","IdleMedievalLegends_Task019_MeshyOperations/Combined/equipment_sword_1h_t09_base_PIPELINE.md","Assets/_Game/Art/Equipment/Weapon/sword_1h/T9/Models","Planned destination; existence not asserted"
