asset_id,display_name_pt,display_name_en,asset_class,category,subcategory,faction_or_system,gameplay_role,production_phase,priority,tier,rarity_strategy,profession,biome,meshy_eligible,meshy_method,source_art_required,modularity,rig_type,animation_set,lod_required,lod0_tri_min,lod0_tri_max,lod1_ratio,lod2_ratio,texture_resolution,texture_maps,material_slots_max,scale_m,pivot,collider,export_format,unity_import_path,prefab_path,reuse_group,dependencies,expected_variants,status,approval_criteria,notes,source_reference
prop_lich_phylactery_001,Filactério do Lich,Lich Phylactery,3D Model,Character Prop,relic,Undead,Equipment for Lich,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,700,1800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/prop_lich_phylactery_001.prefab,undead_relic,Character socket standard; Lich concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_bone_acolyte_staff_001,Cajado do Acólito Ósseo,Bone Acolyte Staff,3D Model,Character Prop,staff,Undead,Equipment for Acolyte,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_bone_acolyte_staff_001.prefab,undead_staff,Character socket standard; Acolyte concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_bone_knight_greatsword_001,Montante do Cavaleiro Ósseo,Bone Knight Greatsword,3D Model,Character Prop,2H sword,Undead,Equipment for Bone Knight,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_bone_knight_greatsword_001.prefab,undead_2H sword,Character socket standard; Bone Knight concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_bone_knight_shield_001,Escudo do Cavaleiro Ósseo,Bone Knight Shield,3D Model,Character Prop,shield,Undead,Equipment for Bone Knight,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_bone_knight_shield_001.prefab,undead_shield,Character socket standard; Bone Knight concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_demon_lord_greatblade_001,Grande Lâmina do Lorde Demônio,Demon Lord Greatblade,3D Model,Character Prop,2H sword,Demon,Equipment for Demon Lord,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Demon,Assets/_Game/Prefabs/Equipment/weapon_demon_lord_greatblade_001.prefab,demon_2H sword,Character socket standard; Demon Lord concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_hero_mage_grimoire_001,Grimório do Mago,Mage Grimoire,3D Model,Character Prop,book,Heroes,Equipment for Mage,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,700,1800,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Heroes,Assets/_Game/Prefabs/Equipment/weapon_hero_mage_grimoire_001.prefab,heroes_book,Character socket standard; Mage concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_imp_dagger_001,Adaga de Diabrete,Imp Dagger,3D Model,Character Prop,dagger,Demon,Equipment for Imp,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Demon,Assets/_Game/Prefabs/Equipment/weapon_imp_dagger_001.prefab,demon_dagger,Character socket standard; Imp concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_imp_legionary_shield_001,Escudo do Legionário Diabrete,Imp Legionary Shield,3D Model,Character Prop,shield,Demon,Equipment for Imp Legionary,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Demon,Assets/_Game/Prefabs/Equipment/weapon_imp_legionary_shield_001.prefab,demon_shield,Character socket standard; Imp Legionary concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_imp_legionary_spear_001,Lança do Legionário Diabrete,Imp Legionary Spear,3D Model,Character Prop,spear,Demon,Equipment for Imp Legionary,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Demon,Assets/_Game/Prefabs/Equipment/weapon_imp_legionary_spear_001.prefab,demon_spear,Character socket standard; Imp Legionary concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_imp_skirmisher_bow_001,Arco Infernal de Diabrete,Imp Skirmisher Bow,3D Model,Character Prop,bow,Demon,Equipment for Imp Skirmisher,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Demon,Assets/_Game/Prefabs/Equipment/weapon_imp_skirmisher_bow_001.prefab,demon_bow,Character socket standard; Imp Skirmisher concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_incubus_warden_blades_001,Lâminas do Guardião Íncubo,Incubus Warden Blades,3D Model,Character Prop,dual blades,Demon,Equipment for Incubus Warden,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Demon,Assets/_Game/Prefabs/Equipment/weapon_incubus_warden_blades_001.prefab,demon_dual blades,Character socket standard; Incubus Warden concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_lich_staff_001,Cajado do Lich,Lich Staff,3D Model,Character Prop,staff,Undead,Equipment for Lich,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_lich_staff_001.prefab,undead_staff,Character socket standard; Lich concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_skeleton_bow_001,Arco Esquelético,Skeleton Bow,3D Model,Character Prop,bow,Undead,Equipment for Skeleton Archer,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,1.5,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_skeleton_bow_001.prefab,undead_bow,Character socket standard; Skeleton Archer concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_skeleton_round_shield_001,Escudo Redondo Ósseo,Skeleton Round Shield,3D Model,Character Prop,shield,Undead,Equipment for Skeleton,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_skeleton_round_shield_001.prefab,undead_shield,Character socket standard; Skeleton concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
weapon_skeleton_rusty_sword_001,Espada Enferrujada,Rusty Skeleton Sword,3D Model,Character Prop,1H sword,Undead,Equipment for Skeleton,Season 1,P1,N/A,None,None,Global,Yes,Image to 3D,Yes,Separate prop/socketed,None,Socketed to character,Yes,1000,3000,0.5,0.2,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,2,0.8,Grip/socket point; local forward +Z,Simple box/capsule or none,FBX,Assets/_Game/Art/Equipment/CharacterProps/Undead,Assets/_Game/Prefabs/Equipment/weapon_skeleton_rusty_sword_001.prefab,undead_1H sword,Character socket standard; Skeleton concept,1,Planned,Correct grip pivot; no hand attached; safe silhouette; no thin fragile pieces,,ART_REF_001 + Visual Bible v1.0
vfx_environment_goblin_mine_ambient_001,VFX Ambiente — Mina Goblin,Environment VFX — Goblin Mine,VFX,VFX,Environment Ambient,Goblin Mine,Atmosphere,Season 1,P1,N/A,None,None,Goblin Mine,No,Unity Particle System/Shader Graph,Optional,Reusable prefab,None,None,No,0,0,0,0,256–512 sprites,RGBA masks/noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Environment/Goblin Mine,Assets/_Game/Prefabs/VFX/Environment/PF_goblin_mine_ambient.prefab,vfx_environment_ambient,Biome lighting preset,1,Planned,Subtle atmosphere; battle silhouettes remain readable; mobile overdraw budget respected,,ART_REF_001 + Visual Bible v1.0
vfx_environment_infernal_fortress_ambient_001,VFX Ambiente — Fortaleza Infernal,Environment VFX — Infernal Fortress,VFX,VFX,Environment Ambient,Infernal Fortress,Atmosphere,Season 1,P1,N/A,None,None,Infernal Fortress,No,Unity Particle System/Shader Graph,Optional,Reusable prefab,None,None,No,0,0,0,0,256–512 sprites,RGBA masks/noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Environment/Infernal Fortress,Assets/_Game/Prefabs/VFX/Environment/PF_infernal_fortress_ambient.prefab,vfx_environment_ambient,Biome lighting preset,1,Planned,Subtle atmosphere; battle silhouettes remain readable; mobile overdraw budget respected,,ART_REF_001 + Visual Bible v1.0
vfx_environment_undead_crypt_ambient_001,VFX Ambiente — Cripta,Environment VFX — Undead Crypt,VFX,VFX,Environment Ambient,Undead Crypt,Atmosphere,Season 1,P1,N/A,None,None,Undead Crypt,No,Unity Particle System/Shader Graph,Optional,Reusable prefab,None,None,No,0,0,0,0,256–512 sprites,RGBA masks/noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Environment/Undead Crypt,Assets/_Game/Prefabs/VFX/Environment/PF_undead_crypt_ambient.prefab,vfx_environment_ambient,Biome lighting preset,1,Planned,Subtle atmosphere; battle silhouettes remain readable; mobile overdraw budget respected,,ART_REF_001 + Visual Bible v1.0
vfx_magic_arcane_kit_001,Kit de VFX Arcano,Arcane VFX Kit,VFX,VFX,Magic School Kit,Arcane,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Arcane,Assets/_Game/Prefabs/VFX/Magic/Arcane,vfx_magic_arcane,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_chaos_kit_001,Kit de VFX Caos,Chaos VFX Kit,VFX,VFX,Magic School Kit,Chaos,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Chaos,Assets/_Game/Prefabs/VFX/Magic/Chaos,vfx_magic_chaos,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_fire_kit_001,Kit de VFX Fogo,Fire VFX Kit,VFX,VFX,Magic School Kit,Fire,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Fire,Assets/_Game/Prefabs/VFX/Magic/Fire,vfx_magic_fire,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_holy_kit_001,Kit de VFX Sagrado,Holy VFX Kit,VFX,VFX,Magic School Kit,Holy,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Holy,Assets/_Game/Prefabs/VFX/Magic/Holy,vfx_magic_holy,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_ice_kit_001,Kit de VFX Gelo,Ice VFX Kit,VFX,VFX,Magic School Kit,Ice,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Ice,Assets/_Game/Prefabs/VFX/Magic/Ice,vfx_magic_ice,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_infernal_kit_001,Kit de VFX Infernal,Infernal VFX Kit,VFX,VFX,Magic School Kit,Infernal,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Infernal,Assets/_Game/Prefabs/VFX/Magic/Infernal,vfx_magic_infernal,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_nature_kit_001,Kit de VFX Natureza,Nature VFX Kit,VFX,VFX,Magic School Kit,Nature,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Nature,Assets/_Game/Prefabs/VFX/Magic/Nature,vfx_magic_nature,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_necromancy_kit_001,Kit de VFX Necromancia,Necromancy VFX Kit,VFX,VFX,Magic School Kit,Necromancy,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Necromancy,Assets/_Game/Prefabs/VFX/Magic/Necromancy,vfx_magic_necromancy,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_poison_kit_001,Kit de VFX Veneno,Poison VFX Kit,VFX,VFX,Magic School Kit,Poison,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Poison,Assets/_Game/Prefabs/VFX/Magic/Poison,vfx_magic_poison,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
vfx_magic_shadow_kit_001,Kit de VFX Sombra,Shadow VFX Kit,VFX,VFX,Magic School Kit,Shadow,Shared combat effects,Season 1,P1,N/A,None,None,Global,No,Unity Particle System/Shader Graph,Yes,Reusable impact/projectile/aura set,None,None,No,0,0,0,0,256–1024 sprites,RGBA flipbooks; masks; noise,0,0,N/A,None,Unity prefab,Assets/_Game/Art/VFX/Magic/Shadow,Assets/_Game/Prefabs/VFX/Magic/Shadow,vfx_magic_shadow,Magic palette; combat timing,4,Planned,"Projectile, impact, cast and aura share language; low overdraw; readable at 3x speed",,ART_REF_001 + Visual Bible v1.0
portrait_enemy_goblin_archer_001,Bestiário — Arqueiro Goblin,Bestiary — Goblin Archer,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,Vertical Slice,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_goblin_archer_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_enemy_goblin_scavenger_001,Bestiário — Goblin Saqueador,Bestiary — Goblin Scavenger,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,Vertical Slice,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_goblin_scavenger_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_enemy_goblin_warrior_001,Bestiário — Guerreiro Goblin,Bestiary — Goblin Warrior,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,Vertical Slice,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_goblin_warrior_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
enemy_goblin_high_shaman_001,Alto Xamã Goblin,Goblin High Shaman,3D Model,Character,Enemy,Goblin,advanced magic support,MVP,P2,N/A,None,None,Global,Yes,Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_enemy_goblin_caster,Yes,5000,8000,0.5,0.25,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,1.25,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Goblin/goblin_high_shaman_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Goblin/PF_goblin_high_shaman_001.prefab,goblin_elite_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
enemy_goblin_ranger_001,Patrulheiro Goblin,Goblin Ranger,3D Model,Character,Enemy,Goblin,ranged traps,MVP,P2,N/A,None,None,Global,Yes,Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_enemy_goblin_ranged,Yes,5000,8000,0.5,0.25,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,1.25,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Goblin/goblin_ranger_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Goblin/PF_goblin_ranger_001.prefab,goblin_elite_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
enemy_hobgoblin_knight_001,Cavaleiro Hobgoblin,Hobgoblin Knight,3D Model,Character,Enemy,Goblin,tank control,MVP,P2,N/A,None,None,Global,Yes,Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_enemy_humanoid_melee,Yes,5000,8000,0.5,0.25,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,1.85,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Goblin/hobgoblin_knight_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Goblin/PF_hobgoblin_knight_001.prefab,goblin_elite_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
portrait_boss_goblin_chieftain_001,Bestiário — Chefe Goblin,Bestiary — Goblin Chieftain,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,MVP,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,boss_goblin_chieftain_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_boss_goblin_king_001,Bestiário — Rei Goblin,Bestiary — Goblin King,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,MVP,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,boss_goblin_king_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_enemy_goblin_high_shaman_001,Bestiário — Alto Xamã Goblin,Bestiary — Goblin High Shaman,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,MVP,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_goblin_high_shaman_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_enemy_goblin_ranger_001,Bestiário — Patrulheiro Goblin,Bestiary — Goblin Ranger,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,MVP,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_goblin_ranger_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_enemy_goblin_shaman_001,Bestiário — Xamã Goblin,Bestiary — Goblin Shaman,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,MVP,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_goblin_shaman_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
portrait_enemy_hobgoblin_knight_001,Bestiário — Cavaleiro Hobgoblin,Bestiary — Hobgoblin Knight,2D Image,Character Art,Enemy Portrait,Goblin,Bestiary/boss preview,MVP,P2,N/A,None,None,Global,No,None,No,Standalone,None,None,No,0,0,0,0,1024x1024,RGBA,0,0,N/A,None,PNG,Assets/_Game/Art/UI/Portraits/Enemies/Goblin,N/A,goblin_portrait_frame,enemy_hobgoblin_knight_001,1,Planned,Exact match with approved 3D enemy; face and role readable at 128 px,,ART_REF_001 + Visual Bible v1.0
enemy_bone_archmage_001,Arquimago Ósseo,Bone Archmage,3D Model,Character,Enemy,Undead,area summon control,Season 1 - Arc 2,P2,N/A,None,None,Global,Yes,Image to 3D,Yes,Full body + separate weapon where applicable,Humanoid,anim_enemy_humanoid_caster,Yes,5000,8000,0.5,0.25,1024x1024,BaseColor; Normal; Metallic; Roughness; AO; Emission optional,3,1.82,Between feet at ground,Capsule/compound hit boxes,FBX,Assets/_Game/Art/Characters/Enemies/Undead/bone_archmage_001/Models,Assets/_Game/Prefabs/Characters/Enemies/Undead/PF_bone_archmage_001.prefab,undead_elite_body,Approved character sheet; faction material library; weapon prop if armed,1,Planned,Readable combat role; faction silhouette; valid rig pose; no fused weapon; no accidental detached pieces,,ART_REF_001 + Visual Bible v1.0
